CapabilityID,BenefitStatement,KPIName,LinkedMetricID,SystemOfRecord,BaselineValue,BaselinePeriod,TargetValue,TargetDate,BenefitOwner,ReviewCadence,,,,,
8.3.2.3.2,Increase Operational efficiency to 85% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency,MET-0805,HRIS,,FY2024-25,85%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.3.2,Increase System integration to 90% by 2026-03-31 from the FY2024-25 baseline,System integration,MET-0921,HRIS,,FY2024-25,90%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.3.2,Increase User satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,User satisfaction,MET-0884,Survey,,FY2024-25,90%,2026-03-31,Systems Manager,Annual,,,,,
8.3.2.4,Increase Adaptability to 85% by 2026-03-31 from the FY2024-25 baseline,Adaptability,MET-0922,HRIS,,FY2024-25,85%,2026-03-31,Change Manager,Annual,,,,,
8.3.2.4,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Change Manager,Annual,,,,,
8.3.2.4,Increase Employee satisfaction to 85% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction,MET-0842,Survey,,FY2024-25,85%,2026-03-31,Change Manager,Annual,,,,,
8.3.3,Increase Compensation fairness to 90% by 2026-03-31 from the FY2024-25 baseline,Compensation fairness,MET-0924,Payroll,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3,Increase Stability to 90% by 2026-03-31 from the FY2024-25 baseline,Stability,MET-0925,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Alignment to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment,MET-0926,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Organizational Designer,Annual,,,,,
8.3.3.1.1,Increase Alignment to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment,MET-0926,HRIS,,FY2024-25,90%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.1,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.1,Increase Resource utilization to 85% by 2026-03-31 from the FY2024-25 baseline,Resource utilization,MET-0841,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2,Increase Role clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,85%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2,Increase Scalability to 85% by 2026-03-31 from the FY2024-25 baseline,Scalability,MET-0927,HRIS,,FY2024-25,85%,2026-03-31,Operations Manager,Quarterly,,,,,
8.3.3.1.2.1,Increase Decision-making to 85% by 2026-03-31 from the FY2024-25 baseline,Decision-making,MET-0917,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.1,Increase Resource optimization to 85% by 2026-03-31 from the FY2024-25 baseline,Resource optimization,MET-0928,HRIS,,FY2024-25,85%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.1,Increase Structured growth to 90% by 2026-03-31 from the FY2024-25 baseline,Structured growth,MET-0929,HRIS,,FY2024-25,90%,2026-03-31,Strategic Planner,Annual,,,,,
8.3.3.1.2.2,Increase Accountability to 85% by 2026-03-31 from the FY2024-25 baseline,Accountability,MET-0915,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.2,Increase Management effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Management effectiveness,MET-0930,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.2,Increase Reporting clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Reporting clarity,MET-0931,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Communication effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Communication effectiveness,MET-0932,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Coordination to 85% by 2026-03-31 from the FY2024-25 baseline,Coordination,MET-0933,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.1.2.3,Increase Reporting clarity to 85% by 2026-03-31 from the FY2024-25 baseline,Reporting clarity,MET-0931,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Classification consistency to 90% by 2026-03-31 from the FY2024-25 baseline,Classification consistency,MET-0934,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Job evaluation accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Job evaluation accuracy,MET-0935,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2,Increase Position relativity to 85% by 2026-03-31 from the FY2024-25 baseline,Position relativity,MET-0936,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Evaluation standardization to 90% by 2026-03-31 from the FY2024-25 baseline,Evaluation standardization,MET-0937,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Group definitions to 85% by 2026-03-31 from the FY2024-25 baseline,Group definitions,MET-0938,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1,Increase Work value accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Work value accuracy,MET-0939,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.1,Increase Hiring accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Hiring accuracy,MET-0940,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.1,Increase Job performance to 90% by 2026-03-31 from the FY2024-25 baseline,Job performance,MET-0941,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.1,Increase Job requirement clarity to 90% by 2026-03-31 from the FY2024-25 baseline,Job requirement clarity,MET-0942,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.2,Increase Job evaluation accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Job evaluation accuracy,MET-0935,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.2,Increase Job organization to 90% by 2026-03-31 from the FY2024-25 baseline,Job organization,MET-0943,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.2,Increase Workforce planning accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning accuracy,MET-0846,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.3,Increase Job clarity to 90% by 2026-03-31 from the FY2024-25 baseline,Job clarity,MET-0944,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.3,Increase Job evaluation consistency to 90% by 2026-03-31 from the FY2024-25 baseline,Job evaluation consistency,MET-0945,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.1.3,Increase Performance management to 90% by 2026-03-31 from the FY2024-25 baseline,Performance management,MET-0946,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.2.2,Increase Employee satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction,MET-0842,Survey,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.3.2.2,Increase Pay fairness to 90% by 2026-03-31 from the FY2024-25 baseline,Pay fairness,MET-0947,Payroll,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.3.2.2,Increase Reputation to 90% by 2026-03-31 from the FY2024-25 baseline,Reputation,MET-0948,HRIS,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.3.3,Increase Efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Efficiency,MET-0923,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3,Increase Job structure to 90% by 2026-03-31 from the FY2024-25 baseline,Job structure,MET-0949,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.1,Increase Job clarity to 90% by 2026-03-31 from the FY2024-25 baseline,Job clarity,MET-0944,HRIS,,FY2024-25,90%,2026-03-31,Job Design Manager,Quarterly,,,,,
8.3.3.3.1,Increase Performance to 90% by 2026-03-31 from the FY2024-25 baseline,Performance,MET-0951,HRIS,,FY2024-25,90%,2026-03-31,Job Design Manager,Quarterly,,,,,
8.3.3.3.1,Increase Resource allocation to 90% by 2026-03-31 from the FY2024-25 baseline,Resource allocation,MET-0952,HRIS,,FY2024-25,90%,2026-03-31,Job Design Manager,Quarterly,,,,,
8.3.3.3.2,Increase Job expectations clarity to 90% by 2026-03-31 from the FY2024-25 baseline,Job expectations clarity,MET-0953,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2,Increase Performance management to 90% by 2026-03-31 from the FY2024-25 baseline,Performance management,MET-0946,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2,Increase Recruitment accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment accuracy,MET-0954,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.1,Increase HR efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,HR efficiency,MET-0955,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.1,Increase Job classification to 90% by 2026-03-31 from the FY2024-25 baseline,Job classification,MET-0956,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.1,Increase Job role consistency to 90% by 2026-03-31 from the FY2024-25 baseline,Job role consistency,MET-0957,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.2,Increase Performance management to 90% by 2026-03-31 from the FY2024-25 baseline,Performance management,MET-0946,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.2,Increase Recruitment accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment accuracy,MET-0954,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.2,Increase Role clarity to 90% by 2026-03-31 from the FY2024-25 baseline,Role clarity,MET-0857,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.3,Increase Onboarding process to 90% by 2026-03-31 from the FY2024-25 baseline,Onboarding process,MET-0958,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.3,Increase Role documentation to 90% by 2026-03-31 from the FY2024-25 baseline,Role documentation,MET-0959,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.2.3,Increase Training accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Training accuracy,MET-0960,LMS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3,Increase Compensation management to 90% by 2026-03-31 from the FY2024-25 baseline,Compensation management,MET-0961,Payroll,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3,Increase Job evaluation accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Job evaluation accuracy,MET-0935,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.1,Increase Job satisfaction to 90% by 2026-03-31 from the FY2024-25 baseline,Job satisfaction,MET-0962,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.1,Increase Performance management to 90% by 2026-03-31 from the FY2024-25 baseline,Performance management,MET-0946,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.1,Increase Role alignment to 90% by 2026-03-31 from the FY2024-25 baseline,Role alignment,MET-0963,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.2,Increase Classification accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Classification accuracy,MET-0964,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.2,Increase Compensation management to 90% by 2026-03-31 from the FY2024-25 baseline,Compensation management,MET-0961,Payroll,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.2,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.3,Increase Compensation management to 90% by 2026-03-31 from the FY2024-25 baseline,Compensation management,MET-0961,Payroll,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.3,Increase Evaluation consistency to 90% by 2026-03-31 from the FY2024-25 baseline,Evaluation consistency,MET-0965,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.3.3,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.3.4,Increase Alignment accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Alignment accuracy,MET-0966,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.3.4,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.3.4,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4,Increase Position creation time to 15 by 2026-03-31 from the FY2024-25 baseline,Position creation time,MET-0967,HRIS,,FY2024-25,15,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4,Increase Role clarity index to 90% by 2026-03-31 from the FY2024-25 baseline,Role clarity index,MET-0968,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.1,Increase Position creation time to 15 by 2026-03-31 from the FY2024-25 baseline,Position creation time,MET-0967,HRIS,,FY2024-25,15,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.1,Increase Role clarity index to 90% by 2026-03-31 from the FY2024-25 baseline,Role clarity index,MET-0968,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.1,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.2,Increase Data accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Data accuracy rate,MET-0969,HRIS,,FY2024-25,95%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.2,Increase Update time to 15 by 2026-03-31 from the FY2024-25 baseline,Update time,MET-0970,HRIS,,FY2024-25,15,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.2,Increase Workforce planning to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning,MET-0950,HRIS,,FY2024-25,90%,2026-03-31,Workforce Planning Manager,Quarterly,,,,,
8.3.3.4.3,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.4.3,Increase Vacancy duration to 30 by 2026-03-31 from the FY2024-25 baseline,Vacancy duration,MET-0972,HRIS,,FY2024-25,30,2026-03-31,HR Manager,Quarterly,,,,,
8.3.3.4.3,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4,Increase Hiring duration to 30 by 2026-03-31 from the FY2024-25 baseline,Hiring duration,MET-0974,HRIS,,FY2024-25,30,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4,Increase Talent acquisition rate to 90% by 2026-03-31 from the FY2024-25 baseline,Talent acquisition rate,MET-0975,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.1,Increase Hiring strategy effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Hiring strategy effectiveness,MET-0976,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.1,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.1,Increase Resourcing strategy effectiveness to 90% by 2026-03-31 from the FY2024-25 baseline,Resourcing strategy effectiveness,MET-0977,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.1,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.2,Increase Candidate selection efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate selection efficiency,MET-0978,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.2,Increase Recruitment accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment accuracy,MET-0954,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.2,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.3,Increase Assessment accuracy to 90% by 2026-03-31 from the FY2024-25 baseline,Assessment accuracy,MET-0979,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.3,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.1.3,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.4.2,Increase Candidate identification rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate identification rate,MET-0980,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1,Increase Applicant attraction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Applicant attraction rate,MET-0981,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1,Increase Job posting quality to 90% by 2026-03-31 from the FY2024-25 baseline,Job posting quality,MET-0982,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.1,Increase Applicant quality improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Applicant quality improvement,MET-0983,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.1,Increase Job post visibility rate to 90% by 2026-03-31 from the FY2024-25 baseline,Job post visibility rate,MET-0984,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.1,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.2,Increase Applicant experience rate to 90% by 2026-03-31 from the FY2024-25 baseline,Applicant experience rate,MET-0985,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.2,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.2,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.3,Increase Applicant experience rate to 90% by 2026-03-31 from the FY2024-25 baseline,Applicant experience rate,MET-0985,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.3,Increase Applicant-job match rate to 90% by 2026-03-31 from the FY2024-25 baseline,Applicant-job match rate,MET-0986,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.1.3,Increase Recruitment efficiency to 90% by 2026-03-31 from the FY2024-25 baseline,Recruitment efficiency,MET-0971,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.2,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.2,Increase Priority clearance speed to 90% by 2026-03-31 from the FY2024-25 baseline,Priority clearance speed,MET-0987,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.2.2,Increase Workforce planning improvement to 90% by 2026-03-31 from the FY2024-25 baseline,Workforce planning improvement,MET-0973,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3,Increase Candidate quality rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate quality rate,MET-0988,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3,Increase Hiring cost savings to 700 by 2026-03-31 from the FY2024-25 baseline,Hiring cost savings,MET-0989,HRIS,,FY2024-25,700,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3,Increase Hiring efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Hiring efficiency rate,MET-0990,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.1,Increase Assessment accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Assessment accuracy rate,MET-0991,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.1,Increase Compliance rate to 100% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,100%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.1,Increase Resource utilization rate to 90% by 2026-03-31 from the FY2024-25 baseline,Resource utilization rate,MET-0992,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.2,Increase Candidate fit rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate fit rate,MET-0993,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.2,Increase Hiring accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Hiring accuracy rate,MET-0994,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.3.2,Reduce Turnover rate to 10% by 2026-03-31 from the FY2024-25 baseline,Turnover rate,MET-0995,HRIS,,FY2024-25,10%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4,Increase Hiring quality rate to 95% by 2026-03-31 from the FY2024-25 baseline,Hiring quality rate,MET-0996,HRIS,,FY2024-25,95%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4,Increase Performance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4.1,Increase Hiring quality rate to 95% by 2026-03-31 from the FY2024-25 baseline,Hiring quality rate,MET-0996,HRIS,,FY2024-25,95%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4.1,Increase Performance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Performance rate,MET-0997,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.4.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
