MetricID,MetricName,Definition,Unit,Direction,Category,OwnerOrg,CalcMethod,CalcFormula,Frequency,FreqValidatinon,BaselineRequired,LifecyclePhase,Notes,,,,,,,,,,,,
MET-0642,Innovation implementation rate,Measure the rate of implementing innovative ideas,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0643,Idea generation rate,Measure the rate of new ideas generated,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0644,Innovation impact score,Measure the impact of innovations on performance,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0645,Employee participation in innovation,Measure employee participation in innovation programs,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0646,Time to market for innovations,Measure the time to market for new innovations,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0647,Implementation metrics,Assessment of innovation implementation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0648,Generation metrics,Assessment of idea generation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0649,Impact metrics,Assessment of innovation impact,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0650,Participation metrics,Assessment of innovation participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0651,Timeliness metrics,Assessment of innovation time to market,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0652,Customer satisfaction score,Measure customer satisfaction with HR services,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0653,Service delivery time,Measure the time taken to deliver HR services,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0654,Service quality score,Measure the quality of HR services through feedback,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0655,Complaint resolution rate,Measure the rate of resolving customer complaints,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0656,Net promoter score,Measure the net promoter score for HR services,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0657,Satisfaction metrics,Assessment of customer satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0658,Timeliness metrics,Assessment of service delivery time,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0659,Quality metrics,Assessment of service quality,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0660,Resolution metrics,Assessment of complaint resolution,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0661,Loyalty metrics,Assessment of customer loyalty (NPS),Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0662,Community engagement score,Measure the level of engagement with the external community,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0663,Partnership success rate,Measure the success rate of external partnerships,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0664,Brand reputation score,Measure the organization's brand reputation in the community,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0665,Social responsibility impact,Measure the impact of social responsibility initiatives,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0666,Volunteer participation rate,Measure employee participation in volunteer activities,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0667,Engagement metrics,Assessment of community engagement,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0668,Partnership metrics,Assessment of partnership success,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0669,Reputation metrics,Assessment of brand reputation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0670,Impact metrics,Assessment of social responsibility impact,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0671,Participation metrics,Assessment of volunteer participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0672,Audit finding rate,Measure the rate of adverse audit findings,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0673,Correction time,Measure the time taken to correct audit findings,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0674,Compliance improvement rate,Measure the rate of improvement in compliance post-audit,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0675,Risk reduction from audits,Measure the reduction in risk due to audit findings,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0676,Audit cost,Measure the cost of conducting audits,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0677,Finding metrics,Assessment of audit finding rate,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0678,Correction metrics,Assessment of correction time,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0679,Improvement metrics,Assessment of compliance improvement,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0680,Risk metrics,Assessment of risk reduction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0681,Cost metrics,Assessment of audit costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0682,Leadership effectiveness score,Measure the effectiveness of leadership through 360 feedback,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0683,Succession readiness,Measure the readiness of successors for key roles,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0684,Leader retention rate,Measure the retention rate of key leaders,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0685,Leadership development participation,Measure participation in leadership development programs,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0686,Promotion rate to leadership,Measure the rate of internal promotions to leadership roles,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0687,Effectiveness metrics,Assessment of leadership effectiveness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0688,Readiness metrics,Assessment of successor readiness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0689,Retention metrics,Assessment of leader retention,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0690,Participation metrics,Assessment of development program participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0691,Promotion metrics,Assessment of internal promotion to leadership,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0692,Feedback implementation rate,Measure the rate of implementing employee feedback,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0693,Survey participation rate,Measure participation rates in employee surveys,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0694,Feedback satisfaction score,Measure employee satisfaction with the feedback process,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0695,Improvement from feedback,Measure improvements made based on feedback,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0696,Feedback cycle time,Measure the time taken to process and act on feedback,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0697,Implementation metrics,Assessment of feedback implementation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0698,Participation metrics,Assessment of survey participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0699,Satisfaction metrics,Assessment of feedback satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0700,Improvement metrics,Assessment of improvement from feedback,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0701,Timeliness metrics,Assessment of feedback cycle time,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0702,Cultural alignment score,Measure alignment of employees with organizational culture,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0703,Cultural initiative participation,Measure participation in cultural initiatives,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0704,Employee advocacy score,Measure employee advocacy for the organization,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0705,Culture improvement rate,Measure the rate of improvement in workplace culture,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0706,Turnover due to culture,Measure turnover attributed to cultural issues,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0707,Alignment metrics,Assessment of cultural alignment,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0708,Participation metrics,Assessment of cultural initiative participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0709,Advocacy metrics,Assessment of employee advocacy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0710,Improvement metrics,Assessment of culture improvement,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0711,Turnover metrics,Assessment of culture-related turnover,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0712,Policy relevance score,Measure the relevance of policies to current operations,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0713,Policy accessibility score,Measure the accessibility of policies to employees,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0714,Policy update timeliness,Measure the timeliness of policy updates,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0715,Compliance breach rate,Measure the rate of compliance breaches,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0716,Policy training completion,Measure completion of policy-related training,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0717,Relevance metrics,Assessment of policy relevance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0718,Accessibility metrics,Assessment of policy accessibility,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0719,Timeliness metrics,Assessment of policy update timeliness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0720,Breach metrics,Assessment of compliance breaches,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0721,Training metrics,Assessment of policy training completion,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0722,Standardization rate,Measure the rate of process standardization,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0723,Process cycle time,Measure the time taken to complete HR processes,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0724,Process error rate,Measure the error rate in HR processes,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0725,Process cost,Measure the cost of executing HR processes,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0726,Automation rate,Measure the rate of process automation,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0727,Standardization metrics,Assessment of process standardization,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0728,Time metrics,Assessment of process cycle time,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0729,Error metrics,Assessment of process errors,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0730,Cost metrics,Assessment of process costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0731,Automation metrics,Assessment of process automation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0732,Talent pipeline strength,Measure the strength of the talent pipeline for key roles,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0733,Internal mobility rate,Measure the rate of internal mobility,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0734,Succession coverage rate,Measure the coverage of succession plans,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0735,High potential retention,Measure the retention rate of high potential employees,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0736,Talent acquisition cost,Measure the cost of acquiring new talent,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0737,Pipeline metrics,Assessment of talent pipeline strength,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0738,Mobility metrics,Assessment of internal mobility,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0739,Coverage metrics,Assessment of succession coverage,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0740,Retention metrics,Assessment of high potential retention,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0741,Cost metrics,Assessment of talent acquisition costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0742,Employee satisfaction with culture,Measure employee satisfaction with organizational culture,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0743,Culture alignment score,Measure alignment of employees with cultural values,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0744,Cultural initiative success,Measure the success of cultural initiatives,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0745,Employee advocacy rate,Measure the rate of employees advocating for the company,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0746,Turnover due to mismatch,Measure turnover due to cultural mismatch,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0747,Satisfaction metrics,Assessment of culture satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0748,Alignment metrics,Assessment of cultural alignment,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0749,Success metrics,Assessment of cultural initiative success,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0750,Advocacy metrics,Assessment of employee advocacy,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0751,Turnover metrics,Assessment of mismatch turnover,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0752,Training effectiveness score,Measure the effectiveness of training programs through assessments,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0753,Skill retention rate,Measure the retention of skills post-training,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0754,Training participation rate,Measure participation rates in optional training,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0755,Training impact on performance,Measure the impact of training on job performance,Index,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0756,Cost per training hour,Measure the cost per hour of training delivered,Currency,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0757,Effectiveness metrics,Assessment of training effectiveness,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0758,Retention metrics,Assessment of skill retention,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0759,Participation metrics,Assessment of training participation,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0760,Impact metrics,Assessment of training impact,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0761,Cost metrics,Assessment of training costs,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0762,Compliance rate with labor laws,Measure compliance with labor laws and regulations,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0763,Grievance resolution time,Measure the time taken to resolve labor grievances,Days,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0764,Labor dispute rate,Measure the rate of labor disputes,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0765,Union satisfaction score,Measure union satisfaction with management relations,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0766,Compliance audit findings,Measure the number of adverse findings in labor audits,Number,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0767,Compliance metrics,Assessment of labor law compliance,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0768,Resolution metrics,Assessment of grievance resolution time,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0769,Dispute metrics,Assessment of labor disputes,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0770,Satisfaction metrics,Assessment of union satisfaction,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0771,Audit metrics,Assessment of labor audit findings,Score,HigherIsBetter,Benefit KVI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0772,Data integrity score,Measure the integrity of HR data,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
MET-0773,Data error rate,Measure the rate of errors in HR data,Percent,HigherIsBetter,Benefit KPI,HR,TBD,TBD,Monthly,TBD,Yes,TBD,Imported from HRBCM 2024-07-22,,,,,,,,,,,,
